2011-06-08 11:03:47 | Login: ajenkins logged in.
2011-06-08 11:08:54 | Login: ajenkins logged in.
2011-06-08 13:50:48 | Login: ajenkins logged in.
2011-06-08 13:54:48 | Login: ajenkins logged in.
2011-06-08 13:54:49 | Login: ajenkins logged in.
2011-06-08 13:54:50 | Login: ajenkins logged in.
2011-06-08 13:54:53 | Login: ajenkins logged in.
2011-06-08 14:29:43 | Login: ajenkins logged in.
2011-06-09 10:41:24 | Login: ajenkins logged in.
2011-06-09 13:19:25 | Login: ajenkins logged in.
2011-06-09 13:45:12 | Login: ajenkins logged in.
2011-06-09 14:15:15 | Login: ajenkins logged in.
2011-06-09 14:16:14 | Login: ajenkins logged in.
2011-06-10 11:17:37 | Login: ajenkins logged in.
2011-06-10 11:44:00 | Login: ajenkins logged in.
2011-06-10 14:08:41 | Login: ajenkins logged in.
2011-06-10 15:03:33 | Login: ajenkins logged in.
2011-06-10 16:49:41 | Login: ajenkins logged in.
2011-06-13 10:48:09 | Login: ajenkins logged in.
2011-06-13 10:59:47 | Login: ajenkins logged in.
2011-06-13 13:36:24 | Login: ajenkins logged in.
2011-06-13 15:10:18 | Login: ajenkins logged in.
2011-06-14 10:49:22 | Account Created: bobhope was successfully created.
2011-06-14 11:36:37 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:36:40 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:36:42 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:36:45 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:38:43 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:38:45 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:38:47 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:38:50 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:39:43 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:39:46 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:39:48 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:39:52 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:51:51 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:51:52 | Login: ajenkins logged into Combat Casualty Training Consortium.
2011-06-14 11:52:04 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:52:08 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:52:10 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 11:52:12 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:32:52 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:32:55 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:32:57 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:32:59 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:36:31 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:36:33 | Login: ajenkins logged into Combat Casualty Training Consortium.
2011-06-14 13:36:40 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:36:44 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:36:46 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:36:49 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:43:24 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:43:27 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:43:29 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:43:31 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:45:58 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:46:00 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:46:02 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:46:04 | Login Failed: bobhope attempted to log in with incorrect password.
2011-06-14 13:48:22 | Login: ajenkins logged in.
2011-06-14 13:59:22 | Account Created: rshuford was successfully created.
2011-06-14 14:00:36 | Account Created: janton was successfully created.
2011-06-14 14:01:40 | Account Created: cstrayhorn was successfully created.
2011-06-14 14:02:31 | Account Created: bbell was successfully created.
2011-06-14 14:04:24 | Account Created: amoloff was successfully created.
2011-06-14 14:05:26 | Account Created: sbarnes was successfully created.
2011-06-14 14:07:06 | Account Created: beiken was successfully created.
2011-06-14 14:09:27 | Account Created: asobel was successfully created.
2011-06-14 14:10:16 | Account Created: rbell was successfully created.
2011-06-14 14:11:37 | Account Created: abukoski was successfully created.
2011-06-14 14:12:54 | Account Created: jmackay was successfully created.
2011-06-14 14:14:17 | Account Created: lgerding was successfully created.
2011-06-14 14:15:34 | Account Created: jkerby was successfully created.
2011-06-14 14:16:50 | Account Created: mtyson was successfully created.
2011-06-14 14:18:21 | Account Created: bsoni was successfully created.
2011-06-14 14:19:09 | Account Created: ssnyder was successfully created.
2011-06-14 14:21:15 | Account Created: jarmstrong was successfully created.
2011-06-14 14:23:17 | Account Created: jhartfield was successfully created.
2011-06-14 14:24:22 | Account Created: lgreene was successfully created.
2011-06-14 14:25:40 | Account Created: bhughes was successfully created.
2011-06-14 14:30:02 | Login Failed: umc_admin attempted to log in with incorrect password.
2011-06-14 14:30:34 | Login Failed: umc_admin attempted to log in with incorrect password.
2011-06-14 14:48:49 | Account Created: bgoldiez was successfully created.
2011-06-14 14:50:11 | Account Created: dbruzzini was successfully created.
2011-06-14 14:51:45 | Account Created: wdorlac was successfully created.
2011-06-14 14:53:24 | Account Created: jdubose was successfully created.
2011-06-14 14:59:43 | Account Created: jnorfleet was successfully created.
2011-06-14 15:00:48 | Account Created: dplurad was successfully created.
2011-06-14 15:01:52 | Account Created: swanek was successfully created.
2011-06-14 15:02:52 | Account Created: dlitteral was successfully created.
2011-06-14 15:04:15 | Account Created: wlewandowski was successfully created.
2011-06-14 15:05:26 | Account Created: jmcneff was successfully created.
2011-06-14 15:06:39 | Account Created: rhester was successfully created.
2011-06-14 15:07:24 | Account Created: warmstrong was successfully created.
2011-06-14 15:08:15 | Account Created: hmagee was successfully created.
2011-06-14 15:09:46 | Account Created: mrico was successfully created.
2011-06-14 15:11:08 | Account Created: mfratina was successfully created.
2011-06-14 15:12:34 | Account Created: bciccarello was successfully created.
2011-06-14 15:14:34 | Account Created: cctc_user was successfully created.
2011-06-14 15:14:58 | Login: cctc_user logged into Combat Casualty Training Consortium.
2011-06-14 15:15:35 | Login: ajenkins logged in.
2011-06-14 15:16:26 | Login: cctc_user logged into Combat Casualty Training Consortium.
2011-06-14 15:16:40 | Login: ajenkins logged in.
2011-06-14 15:27:13 | Account Created: esalas was successfully created.
2011-06-14 15:28:36 | Account Created: bwick was successfully created.
2011-06-14 15:29:27 | Account Created: cbinette was successfully created.
2011-06-14 15:30:39 | Account Created: jbailey was successfully created.
2011-06-14 15:58:53 | Login: ajenkins logged in.
2011-06-14 16:00:04 | Account Created: cctc_user was successfully created.
2011-06-14 16:01:22 | Login: cctc_user logged into Combat Casualty Training Consortium.
2011-06-14 16:07:13 | Login Failed: cctc_user attempted to log in with incorrect password.
2011-06-14 16:07:27 | Login Failed: cctc_user attempted to log in with incorrect password.
2011-06-14 16:07:30 | Login Failed: cctc_user attempted to log in with incorrect password.
2011-06-14 16:07:32 | Login Failed: cctc_user attempted to log in with incorrect password.
2011-06-14 16:09:09 | Login: ajenkins logged into Combat Casualty Training Consortium.
2011-06-14 16:10:25 | Login: cctc_user logged into Combat Casualty Training Consortium.
2011-06-14 16:12:18 | Login: ajenkins logged in.
2011-06-14 16:14:52 | Login Failed: gerdingl attempted to log in with incorrect password.
2011-06-14 16:18:06 | Login Failed: admin attempted to log in with incorrect password.
2011-06-14 16:18:13 | Login: Admin logged into Combat Casualty Training Consortium.
2011-06-14 16:18:33 | Login: Admin logged into Combat Casualty Training Consortium.
2011-06-14 16:27:36 | Login: ajenkins logged in.
2011-06-14 16:39:15 | Login: Admin logged into Combat Casualty Training Consortium.
2011-06-15 09:37:34 | Login: ajenkins logged in.
2011-06-15 10:04:18 | Login: Admin logged into Combat Casualty Training Consortium.
2011-06-15 10:06:04 | Login: Admin logged into Combat Casualty Training Consortium.
2011-06-15 13:57:36 | Login: ajenkins logged in.
2011-06-15 14:20:03 | Login Failed: sbarnes attempted to log in with incorrect password.
2011-06-15 14:20:17 | Login Failed: sbarnes attempted to log in with incorrect password.
2011-06-15 14:29:43 | Login Failed: sbarnes attempted to log in with incorrect password.
2011-06-15 14:31:09 | Login: sbarnes logged into Combat Casualty Training Consortium.
2011-06-15 14:36:28 | Login: sbarnes logged into Combat Casualty Training Consortium.
2011-06-15 14:46:46 | Login: ajenkins logged in.
2011-06-15 15:02:57 | Login: abukoski logged into Combat Casualty Training Consortium.
2011-06-15 15:03:06 | Login Failed: jkerby attempted to log in with incorrect password.
2011-06-15 15:03:55 | Login Failed: jkerby attempted to log in with incorrect password.
2011-06-15 15:04:52 | Login: jkerby logged into Combat Casualty Training Consortium.
